PRIMARY_KEY,REP_DATE,REP_TIME,SEX,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,SEARCH_BASED_ON_DESC,SEARCH_DISC_DESC,RACE_KNOWN,X_COORDINATE,Y_COORDINATE,SECTOR,LOCAL_FIELD1
2015151124,01/15/2015,1637,F,WHITE,800 HUNTINGDON PL,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,WEAPONS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3099695,10044210,FRANK,2
2015151377,01/15/2015,2010,M,WHITE,1900 BLOCK E RIVERSIDE DR,NO = 2,,,,,3119060,10061847,HENR,3
2015151377,01/15/2015,2010,M,HISPANIC OR LATINO,1900 BLOCK E RIVERSIDE DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119060,10061847,HENR,3
2015151501,01/15/2015,2002,M,HISPANIC OR LATINO,668 N PLEASANT VALLEY RD,NO = 2,CALL FOR SERVICE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124888,10068174,CHARLIE,3
2015151575,01/15/2015,2226,M,WHITE,408 E RUNDBERG LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3130075,10104524,EDWARD,4
2015151644,01/15/2015,2122,F,WHITE,400 W 3RD ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112879,10070085,GEORGE,9
2015151652,01/15/2015,2129,F,HISPANIC OR LATINO,2600 E 7TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123938,10068400,CHARLIE,3
2015151679,01/15/2015,2239,M,WHITE,12000 BLOCK N MOPAC EXPY SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121771,10122289,ADAM PD,7
2015151686,01/15/2015,2147,M,WHITE,7200 S MOPAC EXPY SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3083079,10051124,DAVID,8
2015151700,01/15/2015,2157,M,HISPANIC OR LATINO,FELIX AVE / VARGAS RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130031,10058639,HENR,3
2015151700,01/15/2015,2157,M,HISPANIC OR LATINO,FELIX AVE / VARGAS RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130031,10058639,HENR,3
2015151723,01/15/2015,2242,F,WHITE,1900 W BEN WHITE BLVD SVRD WB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3100539,10056636,DAVID,5
2015151756,01/15/2015,2220,M,BLACK,N IH 35 SVRD SB / E POWELL LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128088,10098916,EDWARD,4
2015151758,01/15/2015,2221,F,WHITE,2100 BLOCK E RIVERSIDE DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119711,10060782,HENR,3
2015151772,01/15/2015,2226,M,HISPANIC OR LATINO,MC KIE DR / CAMERON RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130323,10093311,IDA,1
2015151782,01/15/2015,2230,F,WHITE,600 BLOCK WINFLO DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109074,10072798,DAVID,9
2015151836,01/15/2015,2256,M,WHITE,9600 BLOCK N CAPITAL OF TEXAS HWY SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112848,10115097,ADAM PD,7
2015151855,01/15/2015,2305,M,WHITE,14100 BLOCK AVERY RANCH BLVD,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3098007,10153029,ADAM PD,6
2015151864,01/15/2015,2310,M,HISPANIC OR LATINO,1430 FRONTIER VALLEY DR,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130136,10055990,HENR,3
2015151869,01/16/2015,239,M,HISPANIC OR LATINO,5200 BLOCK S IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109818,10047511,FRANK,2
2015151883,01/15/2015,2340,M,HISPANIC OR LATINO,9100 BURNET RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118577,10109676,ADAM PD,7
2015151891,01/15/2015,2323,M,WHITE,600 WINFLO DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109020,10072684,BAKER,9
2015151897,01/15/2015,2328,F,WHITE,2200 WESTOVER RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3108706,10082648,BAKER,10
2015151901,01/15/2015,2329,M,ASIAN,12200 BLOCK N MOPAC EXPY NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124709,10124684,ADAM PD,7
2015151918,01/15/2015,2345,M,BLACK,DUVAL RD / N MOPAC EXPY SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121622,10121764,ADAM PD,7
2015160014,01/16/2015,154,M,HISPANIC OR LATINO,FREIDRICH LN / E ST ELMO RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112839,10049944,FRANK,2
2015160028,01/16/2015,19,F,WHITE,1100 W 5TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3110081,10071710,BAKER,9
2015160038,01/16/2015,29,M,HISPANIC OR LATINO,S US 183 HWY NB / E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133531,10052878,HENR,2
2015160082,01/16/2015,249,M,WHITE,7400 SALT SPRINGS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115489,10033424,FRANK,2
2015160082,01/16/2015,249,F,WHITE,7400 SALT SPRINGS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115489,10033424,FRANK,2
2015160082,01/16/2015,249,M,WHITE,7400 SALT SPRINGS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115489,10033424,FRANK,2
2015160084,01/16/2015,137,M,BLACK,10000 PARKFIELD DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126340,10109620,EDWARD,4
2015160121,01/16/2015,139,M,WHITE,300 BLOCK LAVACA ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113276,10070132,GEORGE,9
2015160129,01/16/2015,144,M,WHITE,800 S MOPAC EXPY SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3102259,10070137,DAVID,8
2015160137,01/16/2015,152,F,WHITE,4000 BLOCK S IH 35 SB,NO = 2,,,,,3112315,10052642,DAVID,3
2015160148,01/16/2015,202,M,HISPANIC OR LATINO,400 E ANDERSON LN SVRD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126161,10097901,IDA,4
2015160167,01/16/2015,216,F,HISPANIC OR LATINO,2700 E 7TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124328,10068358,CHARLIE,3
2015160168,01/16/2015,217,M,WHITE,100 BLOCK S IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116723,10064074,HENR,9
2015160185,01/16/2015,227,M,HISPANIC OR LATINO,400 W 15TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114120,10074427,BAKER,9
2015160194,01/16/2015,252,M,WHITE,N LAMAR BLVD / MORROW ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INVENTORY OF TOWED VEHICLE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122449,10098558,IDA,4
2015160659,01/16/2015,1100,M,HISPANIC OR LATINO,800 E 11TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117592,10071666,GEORGE,1
2015160711,01/16/2015,1231,M,HISPANIC OR LATINO,1500 BLOCK E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117897,10063203,HENR,9
2015160895,01/16/2015,1300,M,HISPANIC OR LATINO,2200 BURTON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117547,10057503,HENR,3
2015160915,01/16/2015,1503,M,WHITE,13355 N US 183 HWY NB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3099220,10135621,ADAM PD,6
2015161217,01/16/2015,1623,M,BLACK,2000 BLOCK E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119240,10061219,HENR,3
2015161406,01/16/2015,1655,M,HISPANIC OR LATINO,WOODWARD ST / PARKER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3114374,10053134,HENR,3
2015161530,01/16/2015,1839,M,BLACK,2100 BLOCK W RUNDBERG LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3120739,10110003,EDWARD,4
2015161731,01/16/2015,2037,M,BLACK,1600 WEBBERVILLE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134085,10075662,CHARLIE,1
2015161731,01/16/2015,2037,M,BLACK,1600 WEBBERVILLE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134085,10075662,CHARLIE,1
2015161889,01/16/2015,2149,M,WHITE,3800 BLOCK AIRPORT BLVD,NO = 2,,,,,3125308,10078120,CHARLIE,9
2015161945,01/16/2015,2212,F,BLACK,MANOR RD / E 51ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131645,10082117,IDA,1
2015161969,01/16/2015,2223,M,WHITE,300 W POWELL LN,NO = 2,,,,,3125398,10100302,EDWARD,4
2015162010,01/16/2015,2242,M,WHITE,100 E RUNDBERG LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129172,10104868,EDWARD,4
2015162010,01/16/2015,2242,M,HISPANIC OR LATINO,100 E RUNDBERG LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129172,10104868,EDWARD,4
2015162023,01/16/2015,2249,M,HISPANIC OR LATINO,E RIVERSIDE DR / THRASHER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128298,10054827,HENR,3
2015162047,01/16/2015,2259,F,HISPANIC OR LATINO,3100 BLOCK OAK SPRINGS DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127147,10072835,CHARLIE,1
2015162053,01/16/2015,2301,M,HISPANIC OR LATINO,1500 CROSSING PL,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123227,10058967,HENR,3
2015162069,01/16/2015,2358,M,WHITE,1012 BAYLOR ST,NO = 2,,,,,3110971,10073636,BAKER,9
2015162093,01/16/2015,2322,M,WHITE,13900 N US 183 HWY SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3095467,10143881,ADAM PD,6
2015162115,01/16/2015,2333,M,BLACK,1806 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118858,10061919,HENR,3
2015162138,01/16/2015,2344,M,HISPANIC OR LATINO,8700 BLOCK S IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3102476,10035475,FRANK,2
2015162154,01/17/2015,2349,M,WHITE,111 W WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3103350,10043107,FRANK,2
2015170052,01/17/2015,28,M,BLACK,1800 S IH 35 NB,NO = 2,,,,,3116177,10060446,GEORGE,9
2015170055,01/17/2015,31,M,WHITE,100 BLOCK S LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109929,10069734,DAVID,5
2015170065,01/17/2015,356,M,HISPANIC OR LATINO,9400 MOUNTAIN QUAIL RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123559,10107908,EDWARD,4
2015170087,01/17/2015,1239,M,WHITE,805 NORWOOD PARK BLVD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128061,10097991,IDA,4
2015170128,01/17/2015,107,M,BLACK,1901 E MARTIN LUTHER KING JR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3121141,10075094,CHARLIE,1
2015170151,01/17/2015,117,F,HISPANIC OR LATINO,400 MONTOPOLIS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130238,10061388,HENR,3
2015170164,01/17/2015,246,M,BLACK,PURNELL DR / W ANDERSON LN SVRD WB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125061,10099004,EDWARD,4
2015170177,01/17/2015,131,M,WHITE,1400 W CESAR CHAVEZ ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3108613,10071017,BAKER,9
2015170187,01/17/2015,138,M,HISPANIC OR LATINO,300 W POWELL LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125398,10100302,EDWARD,4
2015170193,01/17/2015,248,M,HISPANIC OR LATINO,900 S CONGRESS AVE,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112752,10065593,DAVID,9
2015170203,01/17/2015,148,M,WHITE,2800 S IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114108,10056331,DAVID,9
2015170206,01/17/2015,152,M,HISPANIC OR LATINO,W RUNDBERG LN / N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127942,10105661,EDWARD,4
2015170206,01/17/2015,152,M,HISPANIC OR LATINO,W RUNDBERG LN / N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127942,10105661,EDWARD,4
2015170222,01/17/2015,204,M,WHITE,600 WINFLO DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109020,10072684,BAKER,9
2015170235,01/17/2015,213,M,WHITE,600 BLOCK S CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112831,10065868,DAVID,9
2015170247,01/17/2015,413,M,BLACK,5700 PURPLE SAGE DR,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3142015,10086423,CHARLIE,1
2015170282,01/17/2015,240,M,WHITE,2800 N MOPAC EXPY NB,NO = 2,,,,,3109099,10083335,BAKER,7
2015170300,01/17/2015,253,M,HISPANIC OR LATINO,9500 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128166,10106181,EDWARD,4
2015170380,01/17/2015,444,M,HISPANIC OR LATINO,1500 E ANDERSON LN WB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131752,10094734,IDA,1
2015170391,01/17/2015,507,M,HISPANIC OR LATINO,2100 WICKERSHAM LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121437,10057605,HENR,3
2015170491,01/17/2015,753,M,HISPANIC OR LATINO,600 BLOCK N LAMAR BLVD,YES = 1,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3110739,10072031,BAKER,9
2015170602,01/17/2015,1240,M,WHITE,N MOPAC EXPY SVRD NB / DUVAL RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3121622,10121764,ADAM PD,7
2015170876,01/17/2015,1447,M,HISPANIC OR LATINO,300 E MARTIN LUTHER KING JR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116399,10075178,BAKER,9
20151940028,07/13/2015,613,M,WHITE,S PLEASANT VALLEY RD / CREEK BEND DR,NO = 2,,,,,3114092,10039563,FRANK,2
2015170928,01/17/2015,1407,M,HISPANIC OR LATINO,6000 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125277,10090246,IDA,4
2015171147,01/17/2015,1744,M,HISPANIC OR LATINO,5900 E RIVERSIDE DR,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,CASH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3125826,10056146,HENR,3
2015171165,01/17/2015,1643,F,WHITE,7100 N MOPAC EXPY SB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,,3112125,10102328,DAVID,10
2015171265,01/17/2015,1747,M,BLACK,CHICON ST / E 11TH ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121363,10070190,GEORGE,1
2015171337,01/17/2015,1828,M,WHITE,9100 BLOCK RESEARCH BLVD NB,NO = 2,,,,,3116671,10110151,ADAM PD,7
2015171641,01/18/2015,851,M,HISPANIC OR LATINO,500 W ANDERSON LN WB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124531,10099324,IDA,4
2015171657,01/17/2015,2326,M,WHITE,10940 RESEARCH BLVD SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112120,10119656,ADAM PD,10
2015171698,01/17/2015,2241,M,HISPANIC OR LATINO,DIAMONDBACK TO IH 35 SB RAMP / N IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131380,10105110,EDWARD,4
2015171698,01/17/2015,2241,M,WHITE,DIAMONDBACK TO IH 35 SB RAMP / N IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131380,10105110,EDWARD,4
2015171796,01/17/2015,2249,M,WHITE,900 BLOCK GUNTER ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127708,10068676,CHARLIE,3
2015171832,01/18/2015,2308,M,HISPANIC OR LATINO,8900 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126924,10103871,EDWARD,4
2015171880,01/17/2015,1127,M,HISPANIC OR LATINO,700 W GRADY DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130423,10110233,EDWARD,4
2015171880,01/17/2015,1127,M,HISPANIC OR LATINO,700 W GRADY DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130423,10110233,EDWARD,4
