PRIMARY_KEY,REP_DATE,REP_TIME,SEX,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,SEARCH_BASED_ON_DESC,SEARCH_DISC_DESC,RACE_KNOWN,X_COORDINATE,Y_COORDINATE,SECTOR,LOCAL_FIELD1
20151482067,05/28/2015,2323,M,HISPANIC OR LATINO,S PLEASANT VALLEY RD / E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3120913,10058556,HENR,3
20151482073,05/28/2015,2301,M,BLACK,1800 E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116675,10057788,HENR,3
20151482109,05/29/2015,2324,M,WHITE,DUVAL RD / N MOPAC EXPY SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121535,10122214,ADAM PD,7
20151490012,05/29/2015,305,M,HISPANIC OR LATINO,CAMERON RD / E ST JOHNS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129749,10092211,IDA,1
20151490024,05/29/2015,126,M,WHITE,S 1ST ST / W MARY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3110222,10062836,DAVID,9
20151490334,05/29/2015,501,M,HISPANIC OR LATINO,SANTA MARIA ST / ROBERT T MARTINEZ JR ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121738,10067366,CHARLIE,3
20151490873,05/29/2015,1146,M,BLACK,E US 290 HWY SVRD EB / N SH 130 SVRD NB,NO = 2,,,,,3161791,10098185,CHARLIE,1
20151490996,05/29/2015,1359,M,BLACK,1200 BLOCK E 51ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124940,10085716,IDA,4
20151490996,05/29/2015,1359,F,BLACK,1200 BLOCK E 51ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124940,10085716,IDA,4
20151491139,05/29/2015,1348,M,HISPANIC OR LATINO,9400 BLOCK N LAMAR BLVD,NO = 2,,,,,3128074,10105990,HE,4
20151491406,05/29/2015,1619,M,WHITE,280 ZONE LAKE AUSTIN,NO = 2,WATER SAFETY ACT,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3103113,10086059,BAKER,10
20151491455,05/29/2015,1638,M,HISPANIC OR LATINO,500 ZONE LAKE AUSTIN,NO = 2,WATER SAFETY ACT,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3096120,10100435,BAKER,10
20151491563,05/29/2015,1728,M,WHITE,500 ZONE LAKE AUSTIN,NO = 2,OTHER,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3096120,10100435,BAKER,10
20151491913,05/29/2015,2025,M,WHITE,100 ZONE LAKE AUSTIN,NO = 2,OTHER,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3102576,10084277,BAKER,10
20151492017,05/29/2015,2121,M,WHITE,300 ZONE LAKE AUSTIN,NO = 2,WATER SAFETY ACT,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3101852,10093435,BAKER,10
20151492051,05/29/2015,2227,M,BLACK,3001 E 17TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126163,10075329,CHARLIE,1
20151492127,05/29/2015,2304,M,BLACK,5600 E 51ST ST,NO = 2,CALL FOR SERVICE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3138645,10080360,CHARLIE,1
20151492136,05/30/2015,123,F,BLACK,105 NELRAY BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3120527,10089619,IDA,9
20151492178,05/29/2015,2353,M,HISPANIC OR LATINO,700 E POWELL LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127733,10099160,EDWARD,4
20151492263,05/29/2015,2354,M,BLACK,2500 W BRAKER LN,YES = 1,PRE-EXISTING KNOWLEDGE,PROBABLE CAUSE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3120941,10115546,ADAM PD,7
20151492335,05/29/2015,2339,M,HISPANIC OR LATINO,4300 MANCHACA RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3100346,10056945,DAVID,5
20151492335,05/29/2015,2339,M,HISPANIC OR LATINO,4300 MANCHACA RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3100346,10056945,DAVID,5
20151500152,05/30/2015,432,M,WHITE,7650 ED BLUESTEIN BLVD SVRD SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3136582,10091076,IDA,1
20151500180,05/30/2015,134,M,HISPANIC OR LATINO,S 1ST ST / W WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3100695,10044621,FRANK,2
20151500223,05/30/2015,159,M,HISPANIC OR LATINO,9000 N LAMAR BLVD,NO = 2,,,,,3127329,10104328,EDWARD,4
20151500223,05/30/2015,159,M,HISPANIC OR LATINO,9000 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127329,10104328,EDWARD,4
20151500316,05/30/2015,354,M,MIDDLE EASTERN,1700 E 5TH ST,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3120058,10068577,GEORGE,3
20151500930,05/31/2015,1350,M,BLACK,500 E STASSNEY LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106183,10046764,FRANK,3
20151501281,05/30/2015,1618,M,WHITE,100 ZONE LAKE AUSTIN,NO = 2,OTHER,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3102576,10084277,BAKER,10
20151501654,05/30/2015,1952,M,WHITE,100 ZONE LAKE AUSTIN,NO = 2,OTHER,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3102576,10084277,BAKER,10
20151501678,05/31/2015,56,F,WHITE,11200 LOS ROBLES CIR,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3151506,10037983,HENR,2
20151510013,05/31/2015,7,M,HISPANIC OR LATINO,1900 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119060,10061847,HENR,3
20151510046,05/31/2015,113,M,BLACK,1700 W BEN WHITE BLVD SVRD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INVENTORY OF TOWED VEHICLE,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3101112,10055998,DAVID,5
20151530082,06/02/2015,501,F,BLACK,1300 CROSSING PL,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123925,10059981,HENR,3
20151510059,05/31/2015,106,M,HISPANIC OR LATINO,9100 BLOCK UNITED KINGDOM DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3094124,10036948,FRANK,5
20151510060,05/31/2015,101,M,ASIAN,100 E 45TH ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118557,10085617,BAKER,9
20151510132,05/31/2015,112,M,HISPANIC OR LATINO,800 E STASSNEY LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106923,10046132,DAVID,3
20151510246,05/31/2015,232,M,WHITE,4700 S IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3110884,10049312,FRANK,2
20151510340,05/31/2015,400,M,HISPANIC OR LATINO,13600 BLOCK N IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3135402,10128140,EDWARD,7
20151510374,05/31/2015,452,F,HISPANIC OR LATINO,1600 BLOCK E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118213,10062790,HENR,9
20151510737,05/31/2015,1136,M,HISPANIC OR LATINO,7300 COOPER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3098535,10042671,FRANK,5
20151511333,05/31/2015,2000,M,BLACK,11000 RESEARCH BLVD SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3112406,10120036,ADAM PD,7
20151511432,05/31/2015,1902,M,BLACK,600 CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114212,10070908,GEORGE,9
20151511959,05/31/2015,2338,M,HISPANIC OR LATINO,300 W SLAUGHTER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3099211,10033927,FRANK,2
20151511961,05/31/2015,2340,M,WHITE,800 E WILLIAM CANNON DR,YES = 1,,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3105816,10042612,FRANK,2
20151520034,06/01/2015,25,M,WHITE,600 E 6TH ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116181,10070257,GEORGE,9
20151520072,06/01/2015,300,F,WHITE,400 BLOCK E KOENIG LN,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122241,10090178,IDA,4
20151520132,06/01/2015,409,F,HISPANIC OR LATINO,S PLEASANT VALLEY RD / PALO BLANCO LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114344,10042682,FRANK,2
20151520141,06/01/2015,543,M,WHITE,1600 WOODWARD ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113412,10054314,HENR,3
20151520167,06/01/2015,411,M,HISPANIC OR LATINO,9200 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127570,10105025,EDWARD,4
20151520206,06/01/2015,409,M,BLACK,1100 RUTHERFORD LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130204,10097601,EDWARD,4
20151520396,06/01/2015,758,F,HISPANIC OR LATINO,DECKER LAKE RD / LOYOLA LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3150345,10080037,CHARLIE,1
20151520762,06/01/2015,1149,F,WHITE,2500 BLOCK E BEN WHITE BLVD SVRD WB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116645,10051854,HENR,3
20151520984,06/01/2015,1434,M,BLACK,500 E 7TH ST,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115952,10070759,GEORGE,9
20151521262,06/01/2015,1626,M,HISPANIC OR LATINO,3400 BLOCK E CESAR CHAVEZ ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126091,10065258,CHARLIE,3
20151521308,06/01/2015,1851,M,BLACK,1400 TOWN CREEK DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119489,10061407,HENR,3
20151521826,06/01/2015,2348,F,WHITE,W BRAKER LN / BURNET RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119888,10115666,ADAM PD,7
20151521887,06/01/2015,2216,F,WHITE,10900 RESEARCH BLVD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111930,10119239,ADAM PD,10
20151521977,06/01/2015,2312,M,HISPANIC OR LATINO,2400 W BRAKER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121661,10115532,EDWARD,4
20151530032,06/02/2015,21,M,WHITE,800 BLOCK W 5TH ST,NO = 2,,,,,3111632,10071270,GEORGE,9
20151530041,06/02/2015,27,M,HISPANIC OR LATINO,800 BLOCK E 6TH ST,NO = 2,,,,,3117158,10069921,GEORGE,3
20151530053,06/02/2015,217,F,WHITE,MANCHACA RD / W BEN WHITE BLVD SVRD EB,NO = 2,,,,,3100203,10056447,DAVID,5
20151530063,06/02/2015,52,M,WHITE,1600 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118213,10062790,HENR,9
20151530082,06/02/2015,501,F,BLACK,1300 CROSSING PL,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123925,10059981,HENR,3
20151530121,06/02/2015,442,M,BLACK,700 E 12TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117112,10072284,BAKER,1
20151530123,06/02/2015,206,M,HISPANIC OR LATINO,2000 E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117581,10057321,HENR,3
20151530130,06/02/2015,220,M,BLACK,1700 WEBBERVILLE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134480,10076069,CHARLIE,1
20151530130,06/02/2015,220,M,BLACK,1700 WEBBERVILLE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134480,10076069,CHARLIE,1
20151530196,06/02/2015,448,M,WHITE,9100 RESEARCH BLVD SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117723,10109362,BAKER,7
20151530231,06/02/2015,530,M,WHITE,3500 S IH 35 NB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113223,10054334,DAVID,3
20151530382,06/02/2015,757,F,HISPANIC OR LATINO,3100 OAK SPRINGS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127840,10072984,CHARLIE,1
20151530402,06/02/2015,920,F,HISPANIC OR LATINO,1300 BLOCK W BEN WHITE BLVD EB,YES = 1,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3103130,10055825,DAVID,5
20151530620,06/02/2015,1016,M,BLACK,500 BASTROP HWY NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3132348,10059894,HENR,3
20151530772,06/02/2015,1131,M,WHITE,5100 BLOCK N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123889,10086470,BAKER,9
20151530776,06/02/2015,1257,M,BLACK,5526 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124972,10087930,IDA,4
20151530776,06/02/2015,1257,F,BLACK,5526 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124972,10087930,IDA,4
20151530796,06/02/2015,1142,M,BLACK,7123 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3126103,10094451,IDA,4
20151530986,06/02/2015,1331,M,BLACK,OAK SPRINGS DR / AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128435,10073082,CHARLIE,3
20151531111,06/02/2015,1500,M,BLACK,1133 AIRPORT BLVD,NO = 2,,,,,3129004,10071528,CHARLIE,1
20151531392,06/02/2015,2009,M,WHITE,W PARMER LN / AVERY RANCH BLVD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3102017,10154143,ADAM PD,6
20151531423,06/02/2015,1805,M,BLACK,SCOFIELD LN / RAMPART ST,YES = 1,,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129679,10125898,ADAM PD,7
20151531490,06/02/2015,1812,M,HISPANIC OR LATINO,60 WALLER ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117080,10066574,GEORGE,3
20151531543,06/02/2015,1843,M,WHITE,645 ZONE LAKE AUSTIN,YES = 1,WATER SAFETY ACT,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3092765,10099631,BAKER,10
20151531600,06/02/2015,1915,M,WHITE,645 ZONE LAKE AUSTIN,NO = 2,WATER SAFETY ACT,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3092765,10099631,BAKER,10
20151531692,06/02/2015,2006,M,HISPANIC OR LATINO,520 ZONE LAKE AUSTIN,NO = 2,WATER SAFETY ACT,,,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3096614,10100076,BAKER,10
20151531717,06/02/2015,2029,M,BLACK,2400 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3120261,10059352,HENR,3
20151531779,06/02/2015,2129,F,BLACK,12500 N MOPAC EXPY NB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125190,10126341,ADAM PD,7
20151531908,06/03/2015,47,M,WHITE,12832 N US 183 HWY SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3103908,10130984,ADAM PD,6
20151531914,06/02/2015,2221,M,HISPANIC OR LATINO,1600 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3106388,10042292,FRANK,2
20151532001,06/02/2015,2306,F,WHITE,2000 BLOCK S CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111587,10062006,DAVID,9
20151532023,06/03/2015,43,F,WHITE,6900 COOPER LN,NO = 2,,,,,3099240,10044401,FRANK,2
20151532023,06/03/2015,43,F,HISPANIC OR LATINO,6900 COOPER LN,NO = 2,,,,,3099240,10044401,FRANK,2
20151532023,06/03/2015,43,M,WHITE,6900 COOPER LN,NO = 2,,,,,3099240,10044401,FRANK,2
20151532046,06/02/2015,2328,F,BLACK,2400 E RIVERSIDE DR,NO = 2,,,,,3120261,10059352,HENR,3
20151532050,06/03/2015,2,M,BLACK,8200 BLOCK GEORGIAN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126177,10100100,EDWARD,4
20151532067,06/02/2015,2341,M,WHITE,2507 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3120457,10058415,HENR,3
20151540018,06/03/2015,8,F,HISPANIC OR LATINO,8900 GEORGIAN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128142,10103080,EDWARD,4
20151540018,06/03/2015,8,M,HISPANIC OR LATINO,8900 GEORGIAN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONSENT,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128142,10103080,EDWARD,4
20151540046,06/03/2015,317,M,WHITE,W 45TH ST / N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115570,10087297,BAKER,10
20151540053,06/03/2015,39,M,WHITE,W MARY ST / S 5TH ST,NO = 2,,,,,3108403,10063434,DAVID,9
20151540054,06/03/2015,131,M,HISPANIC OR LATINO,842 AIRPORT BLVD,YES = 1,VIOLATION OF PENAL CODE,FRISK FOR SAFETY,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130090,10066961,CHARLIE,3
20151540085,06/03/2015,313,M,BLACK,271 W RUNDBERG LN,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3128631,10105191,EDWARD,4
20151540129,06/03/2015,153,M,HISPANIC OR LATINO,800 BLOCK W 6TH ST,NO = 2,,,,,3111739,10071612,BAKER,9
20151540129,06/03/2015,153,F,WHITE,800 BLOCK W 6TH ST,NO = 2,,,,,3111739,10071612,BAKER,9
20151540173,06/03/2015,240,M,HISPANIC OR LATINO,400 BLOCK E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114243,10065549,HENR,9
20151540180,06/03/2015,409,M,HISPANIC OR LATINO,1800 BURTON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118973,10059156,HENR,3
