REP_DATE,REP_TIME,SEX,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,SEARCH_DISC_DESC,RACE_KNOWN,X_COORDINATE,Y_COORDINATE
9/5/2015,302,F,HISPANIC OR LATINO,8400 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,125,176","10,101,948"
9/5/2015,705,M,HISPANIC OR LATINO,904 E BRAKER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,135,365","10,110,527"
9/5/2015,421,M,BLACK,6625 S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,100,743","10,044,660"
9/5/2015,"1,139",M,BLACK,PARKER LN / ROYAL HILL DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,115,389","10,055,964"
9/5/2015,"1,139",F,HISPANIC OR LATINO,PARKER LN / ROYAL HILL DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,115,389","10,055,964"
9/5/2015,823,M,HISPANIC OR LATINO,1600 NASH HERNANDEZ SR RD,YES = 1,PRE-EXISTING KNOWLEDGE,OTHER,,"3,117,951","10,064,707"
9/5/2015,901,M,WHITE,2241 S IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,291","10,058,510"
9/5/2015,"2,148",F,WHITE,5601 SHOAL EDGE CT,YES = 1,VIOLATION OF PENAL CODE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,107","10,094,256"
9/5/2015,"1,811",M,WHITE,E 2ND ST / CHICON ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,120,269","10,067,235"
9/5/2015,"1,902",F,WHITE,ALLANDALE RD / BULL CREEK RD,YES = 1,OTHER,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,113,078","10,095,317"
9/5/2015,"1,924",M,HISPANIC OR LATINO,90 N PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,123,804","10,065,261"
9/5/2015,"1,924",M,HISPANIC OR LATINO,90 N PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,123,804","10,065,261"
9/5/2015,"1,924",M,HISPANIC OR LATINO,90 N PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,123,804","10,065,261"
9/5/2015,"2,020",M,WHITE,460 ZONE LAKE AUSTIN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,100,630","10,095,767"
9/6/2015,109,F,HISPANIC OR LATINO,5400 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,124,367","10,056,874"
9/6/2015,34,M,WHITE,14472 THE LAKES BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,136,111","10,130,186"
9/6/2015,126,M,HISPANIC OR LATINO,5300 BLOCK S IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,108,854","10,046,556"
9/6/2015,27,M,HISPANIC OR LATINO,7100 BLOCK CAMERON RD,NO = 2,,,,"3,129,586","10,092,018"
9/6/2015,230,F,BLACK,2100 GROVE BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,125,511","10,055,463"
9/6/2015,137,M,HISPANIC OR LATINO,S CONGRESS AVE / E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,111,178","10,060,019"
9/6/2015,218,M,HISPANIC OR LATINO,E RUNDBERG LN / NORTH CREEK DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,129,616","10,104,572"
9/6/2015,516,M,HISPANIC OR LATINO,1524 S IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,116,401","10,061,720"
9/6/2015,358,M,HISPANIC OR LATINO,SPRINGDALE RD / E MARTIN LUTHER KING JR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,133,150","10,077,671"
9/6/2015,509,M,HISPANIC OR LATINO,1100 WOODLAND AVE,YES = 1,CALL FOR SERVICE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,212","10,061,685"
9/6/2015,613,M,HISPANIC OR LATINO,9300 N LAMAR BLVD,YES = 1,CALL FOR SERVICE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,552","10,105,353"
9/6/2015,"1,649",M,BLACK,1100 BLOCK COMAL ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,OTHER,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,120,141","10,071,920"
9/6/2015,"1,811",M,BLACK,3811 E 12TH ST,YES = 1,VIOLATION OF CITY ORDIANCE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,130,797","10,074,308"
9/7/2015,"1,216",F,WHITE,AIRPORT BLVD / TILLERY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,"3,127,517","10,074,542"
9/7/2015,"1,216",M,HISPANIC OR LATINO,AIRPORT BLVD / TILLERY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,127,517","10,074,542"
9/6/2015,"1,927",M,HISPANIC OR LATINO,E 7TH ST / CHICON ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,120,890","10,068,910"
9/6/2015,"1,957",M,WHITE,11000 RESEARCH BLVD SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,112,406","10,120,036"
9/6/2015,"1,902",M,WHITE,200 BLOCK W 4TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,113,640","10,070,272"
9/6/2015,"2,100",M,WHITE,700 BLOCK E RIVERSIDE DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,114,893","10,064,943"
9/6/2015,"2,222",M,WHITE,504 WEST AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,111,738","10,071,261"
9/6/2015,"2,245",M,HISPANIC OR LATINO,1000 E 41ST ST,YES = 1,CALL FOR SERVICE,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,121,345","10,082,705"
9/7/2015,33,M,HISPANIC OR LATINO,800 TRINITY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,"3,115,615","10,071,139"
